Id;Disease
19752;Lichen planus pemphigoides
2537;Lateral meningocele syndrome
2536;Osteoporosis-pseudoglioma syndrome
2539;Otodental syndrome
19754;Inhalational botulism
2538;Endosteal hyperostosis, Worth type
19755;Iatrogenic botulism
2533;Buschke-Ollendorff syndrome
2535;Osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome
2534;Osteoporosis-oculocutaneous hypopigmentation syndrome
2529;Osteopathia striata-cranial sclerosis syndrome
2528;Osteopathia striata-pigmentary dermopathy-white forelock syndrome
2530;Autosomal recessive malignant osteopetrosis
2556;Spastic paraparesis-deafness syndrome
2559;Spastic paraplegia-glaucoma-intellectual disability syndrome
2552;Laryngeal abductor paralysis
2554;Parana hard skin syndrome
2549;Annular pancreas
2550;Papilloma of choroid plexus
2551;Papillon-Lefèvre syndrome
19766;Genetic hyperferritinemia without iron overload
2545;X-linked sideroblastic anemia and spinocerebellar ataxia
2547;W syndrome
2304;Müllerian duct anomalies-limb anomalies syndrome
2305;FATCO syndrome
2311;Metachondromatosis
2308;Mesomelia-synostoses syndrome
2309;Upper limb mesomelic dysplasia
2314;Metaphyseal dysostosis-intellectual disability-conductive deafness syndrome
2312;Acrogeria
2313;Metaphyseal chondrodysplasia, Spahr type
2317;Multiple benign circumferential skin creases on limbs
2323;Microbrachycephaly-ptosis-cleft lip syndrome
2322;Micro syndrome
2320;Corpus callosum agenesis-abnormal genitalia syndrome
2327;Microcephaly-cardiac defect-lung malsegmentation syndrome
2326;Microcephaly-cardiomyopathy syndrome
2325;Autosomal dominant primary microcephaly
2324;Microcephaly-albinism-digital anomalies syndrome
2331;Microcephaly-cleft palate-abnormal retinal pigmentation syndrome
2329;Autosomal recessive chorioretinopathy-microcephaly syndrome
2333;Microcephaly-brain defect-spasticity-hypernatremia syndrome
2332;Microcephaly-cervical spine fusion anomalies syndrome
2336;Microcephaly-lymphedema-chorioretinopathy syndrome
2338;Microcephaly-microcornea syndrome, Seemanova type
2342;Microcephaly-deafness-intellectual disability syndrome
2344;Microcornea-glaucoma-absent frontal sinuses syndrome
19946;Partial deletion of the short arm of chromosome 7
2353;Oculoauriculovertebral spectrum with radial defects
2357;Ear-patella-short stature syndrome
2359;Microphthalmia with linear skin defects syndrome
2360;Mietens syndrome
2362;Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome
2365;Tetramelic monodactyly
2364;MOMO syndrome
2374;Moynahan syndrome
2375;Muckle-Wells syndrome
2372;Spastic ataxia-corneal dystrophy syndrome
2373;Moyamoya disease
2370;Lethal intrauterine growth restriction-cortical malformation-congenital contractures syndrome
2371;X-linked immunoneurologic disorder
2383;Ataxia-pancytopenia syndrome
19853;14q12 microdeletion syndrome
19851;14q11.2 microdeletion syndrome
2378;Mayer-Rokitansky-Küster-Hauser syndrome type 2
19850;Monosomy 9p
2379;Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome
19849;Distal 7q11.23 microduplication syndrome
2376;Mulibrey nanism
19862;16p13.11 microdeletion syndrome
19863;16p13.11 microduplication syndrome
2390;N syndrome
19860;Distal 16p11.2 microdeletion syndrome
2389;Carney complex
2388;Tubular aggregate myopathy
2387;Spinal muscular atrophy-progressive myoclonic epilepsy syndrome
19858;16p11.2p12.2 microduplication syndrome
19859;16p11.2p12.2 microdeletion syndrome
2386;Myoclonus-cerebellar ataxia-deafness syndrome
19856;15q14 microdeletion syndrome
2385;Myhre syndrome
19857;Proximal 16p11.2 microdeletion syndrome
19870;20p12.3 microdeletion syndrome
19871;Paternal 20q13.2q13.3 microdeletion syndrome
19868;17q23.1q23.2 microdeletion syndrome
19869;Trisomy 17p
2396;Microcephalic primordial dwarfism, Montreal type
19866;17q12 microdeletion syndrome
19867;17q12 microduplication syndrome
19864;16q24.3 microdeletion syndrome
2393;3M syndrome
2392;Nail-patella-like renal disease
19877;Trisomy 1q
19876;Distal 22q11.2 microduplication syndrome
19879;Xp21 microdeletion syndrome
19878;2p15p16.1 microdeletion syndrome
19873;Trisomy 20p
19872;20q13.33 microdeletion syndrome
19875;Distal 22q11.2 microdeletion syndrome
19874;21q22.11q22.12 microdeletion syndrome
19885;Paternal uniparental disomy of chromosome X
2413;Fibular aplasia-complex brachydactyly syndrome
19884;Maternal uniparental disomy of chromosome X
19887;49,XXXYY syndrome
19886;Ring chromosome Y syndrome
2408;Mesomelic dwarfism-cleft palate-camptodactyly syndrome
19881;Kleefstra syndrome
19880;Xq27.3q28 duplication syndrome
2409;Langer mesomelic dysplasia
2410;Mesomelic dysplasia, Nievergelt type
2411;Mesomelic dwarfism, Reinhardt-Pfeiffer type
2420;Osteoglosphonic dysplasia
19893;Familial adenomatous polyposis due to 5q22.2 microdeletion
2417;Microcephalic primordial dwarfism, Toriello type
2418;Microcephalic osteodysplastic primordial dwarfism types I and III
2429;Lenz-Majewski hyperostotic dwarfism
20095;14q22q23 microdeletion syndrome
2746;X-linked intellectual disability, Brooks type
2747;Monoamine oxidase A deficiency
2745;X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome
2741;X-linked intellectual disability-seizures-psoriasis syndrome
2739;Blepharophimosis-intellectual disability syndrome, SBBYS type
2737;Intellectual disability-dysmorphism-hypogonadism-diabetes mellitus syndrome
2735;Intellectual disability-cataracts-calcified pinnae-myopathy syndrome
2734;Intellectual disability-balding-patella luxation-acromicria syndrome
2732;Delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome
20074;NK-cell enteropathy
2729;Growth delay-hydrocephaly-lung hypoplasia syndrome
2728;Delayed membranous cranial ossification
2726;Renal tubular dysgenesis
2725;NPHP3-related Meckel-like syndrome
20068;Acral peeling skin syndrome
20066;Progressive myoclonic epilepsy type 3
20064;COG4-CDG
20065;COG1-CDG
20063;DPM3-CDG
2718;External auditory canal atresia-vertical talus-hypertelorism syndrome
20062;COG5-CDG
20057;Hyperinsulinism due to INSR deficiency
20056;Hyperinsulinism due to HNF4A deficiency
2713;Lethal osteosclerotic bone dysplasia
2715;Ramon syndrome
20058;CHST3-related skeletal dysplasia
2710;Radio-renal syndrome
2711;Absent radius-anogenital anomalies syndrome
20049;Infantile spasms-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome
2705;Qazi-Markouizos syndrome
2706;Spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome
2707;Rabson-Mendenhall syndrome
2701;Pyknoachondrogenesis
2702;Mirror polydactyly-vertebral segmentation-limbs defects syndrome
2697;Ptosis-vocal cord paralysis syndrome
2692;Autosomal recessive multiple pterygium syndrome
20039;Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency
2688;Pseudoprogeria syndrome
2691;Familial pterygium of the conjunctiva
2690;Pterygium colli-intellectual disability-digital anomalies syndrome
2808;Ulnar-mammary syndrome
2814;Nephrogenic diabetes insipidus-intracranial calcification syndrome
2812;Autoimmune polyendocrinopathy type 2
2813;Schneckenbecken dysplasia
2803;Say-Barber-Miller syndrome
2801;Satoyoshi syndrome
2807;Schinzel-Giedion syndrome
2805;SCARF syndrome
2795;Ruvalcaba syndrome
20002;Partial trisomy/tetrasomy of the short arm of chromosome 9
2785;Rothmund-Thomson syndrome
2789;Roussy-Lévy syndrome
2776;Richieri Costa-da Silva syndrome
2778;Robin sequence-oligodactyly syndrome
2781;Autosomal dominant Robinow syndrome
2783;Mayer-Rokitansky-Küster-Hauser syndrome
2770;Retinohepatoendocrinologic syndrome
2772;Congenital pulmonary venous return anomaly
2773;Meacham syndrome
2774;Rhizomelic syndrome, Urbach type
2765;Severe X-linked intellectual disability, Gustavson type
2764;X-linked intellectual disability-psychosis-macroorchidism syndrome
2767;Intellectual disability, Wolff type
2766;Intellectual disability, Buenos-Aires type
2752;X-linked intellectual disability, Snyder type
2757;Intellectual disability-myopathy-short stature-endocrine defect syndrome
2614;TARP syndrome
2613;Piebald trait-neurologic defects syndrome
2612;Piebaldism
2610;Phocomelia, Schinzel type
2609;Phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome
20220;Arnold-Chiari malformation type I
2619;Pili torti-developmental delay-neurological abnormalities syndrome
2618;Pili torti
2617;Pili torti-onychodysplasia syndrome
2598;Short stature-webbed neck-heart disease syndrome
2599;Short stature-deafness-neutrophil dysfunction-dysmorphism syndrome
2596;Short stature-wormian bones-dextrocardia syndrome
2606;Phakomatosis pigmentovascularis
2607;PHAVER syndrome
20203;Posterior meningocele
2602;Pfeiffer-Palm-Teller syndrome
2603;Cardiocranial syndrome, Pfeiffer type
2600;Short stature, Brussels type
2601;Short stature-valvular heart disease-characteristic facies syndrome
2581;Congenital pericardium anomaly
2580;Penoscrotal transposition
2582;Pericardial and diaphragmatic defect
2577;Renal caliceal diverticuli-deafness syndrome
2579;Pelvic dysplasia-arthrogryposis of lower limbs syndrome
2578;Pelvis-shoulder dysplasia
2590;Peters anomaly
2584;Alopecia-intellectual disability syndrome
2565;Spastic paraplegia-precocious puberty syndrome
2560;Spastic paraplegia-facial-cutaneous lesions syndrome
2561;Spastic paraplegia-nephritis-deafness syndrome
2562;Spastic paraplegia-neuropathy-poikiloderma syndrome
2563;Autosomal recessive spastic paraplegia type 11
2572;Pectus excavatum-macrocephaly-dysplastic nails syndrome
2573;PEHO syndrome
20172;Mycophenolate mofetil embryopathy
2570;Stiff skin syndrome
2571;Wrinkly skin syndrome
2675;Proteus-like syndrome
2674;Autosomal dominant prognathism
2673;De Barsy syndrome
2679;46,XX disorder of sex development-anorectal anomalies syndrome
2678;Non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome
2676;Pseudoachondroplasia
2682;Pseudoleprechaunism syndrome, Patterson type
2681;46,XX disorder of sex development-skeletal anomalies syndrome
2686;Acrootoocular syndrome
2684;Chronic intestinal pseudoobstruction
2656;Renal agenesis, bilateral
2667;Acrodysplasia scoliosis
2670;Hutchinson-Gilford progeria syndrome
2671;Progeria-short stature-pigmented nevi syndrome
2669;X-linked intellectual disability-dysmorphism-cerebral atrophy syndrome
2641;Isolated polycystic liver disease
2643;Digital extensor muscle aplasia-polyneuropathy
2645;Polyneuropathy-intellectual disability-acromicria-premature menopause syndrome
2646;Cronkhite-Canada syndrome
2649;Crossed polysyndactyly
2654;Porencephaly
2624;Pitt-Hopkins syndrome
2626;Leri pleonosteosis
2627;POEMS syndrome
20100;Trisomy 8p
2629;Hereditary acrokeratotic poikiloderma
2630;Poland syndrome
20103;Glycogen storage disease due to liver phosphorylase kinase deficiency
2634;Postaxial polydactyly-dental and vertebral anomalies syndrome
2635;Polydactyly-myopia syndrome
2637;Orofaciodigital syndrome type 5
20108;Hereditary pulmonary alveolar proteinosis
2638;Oliver syndrome
2639;Preaxial polydactyly-colobomata-intellectual disability syndrome
2989;Triopia
2990;Trismus-pseudocamptodactyly syndrome
2986;Trigonocephaly-short stature-developmental delay syndrome
20326;Lysosomal acid lipase deficiency
2983;Isolated trigonocephaly
20327;Idiopathic pulmonary arterial hypertension
2979;Trichodysplasia-xeroderma syndrome
3004;Upington disease
3005;Urban-Rogers-Meyer syndrome
3007;VACTERL with hydrocephalus
20350;Multiple endocrine neoplasia type 4
3002;Ulbright-Hodes syndrome
20341;Frontotemporal dementia with motor neuron disease
20340;Behavioral variant of frontotemporal dementia
2956;Hypoplastic tibiae-postaxial polydactyly syndrome
2954;Tibial aplasia-ectrodactyly syndrome
2952;Thyrocerebrorenal syndrome
2949;Hoyeraal-Hreidarsson syndrome
2946;Thomas syndrome
2945;Thiemann disease, familial form
20319;Preeclampsia
20318;L1 syndrome
2972;Trichodermodysplasia-dental alterations syndrome
2971;Tricho-dento-osseous syndrome
2969;Tremor-nystagmus-duodenal ulcer syndrome
2966;Weismann-Netter syndrome
2967;Mounier-Kühn syndrome
2965;Arterial tortuosity syndrome
2962;Toriello-Lacassie-Droste syndrome
3049;XK aprosencephaly syndrome
3051;Yunis-Varon syndrome
3050;Young syndrome
3053;Congenital amegakaryocytic thrombocytopenia
3052;Zimmermann-Laband syndrome
3041;Wilson-Turner syndrome
3045;Woodhouse-Sakati syndrome
3046;Worster-Drought syndrome
3064;Oromandibular-limb hypogenesis syndrome
3066;Baraitser-Winter cerebrofrontofacial syndrome
3071;Symbrachydactyly of hands and feet
3060;Acromelic frontonasal dysplasia
3063;X-linked intellectual disability-epilepsy syndrome
3017;Velo-facial-skeletal syndrome
3023;Microcephaly-brachydactyly-kyphoscoliosis syndrome
3020;Verloove Vanhorick-Brubakk syndrome
20226;Bilateral polymicrogyria
20227;Unilateral polymicrogyria
3010;Hyperostosis corticalis generalisata
3012;Van den Bosch syndrome
3034;Weissenbacher- Zweymuller syndrome
3035;Autoimmune polyendocrinopathy type 1
3032;Weaver-Williams syndrome
3033;Weill-Marchesani syndrome
3038;Wildervanck syndrome
3036;Intellectual disability-developmental delay-contractures syndrome
3037;Wiedemann-Rautenstrauch syndrome
3024;MMEP syndrome
2852;Spondyloperipheral dysplasia-short ulna syndrome
2853;Sprengel deformity
20455;Autosomal recessive limb-girdle muscular dystrophy type 2P
2860;Corneodermatoosseous syndrome
20460;Autosomal semi-dominant severe lipodystrophic laminopathy
2862;Hereditary hyperekplexia
2863;Stimmler syndrome
2857;Holoprosencephaly-radial heart renal anomalies syndrome
2858;Subaortic stenosis-short stature syndrome
2859;Supravalvular aortic stenosis
20458;PLIN1-related familial partial lipodystrophy
2869;Deaf blind hypopigmentation syndrome, Yemenite type
2865;Summitt syndrome
2864;Ventricular extrasystoles with syncopal episodes-perodactyly-Robin sequence syndrome
20465;Recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome
20467;Familial Alzheimer-like prion disease
2877;Deafness-enamel hypoplasia-nail defects syndrome
2876;Fountain syndrome
2879;Phosphoribosylpyrophosphate synthetase superactivity
2878;Generalized resistance to thyroid hormone
2873;Deafness-small bowel diverticulosis-neuropathy syndrome
2872;Conductive deafness-malformed external ear syndrome
2875;Deafness-epiphyseal dysplasia-short stature syndrome
2823;Nijmegen breakage syndrome
20422;Calciphylaxis
20421;Postorgasmic illness syndrome
2819;Sclerosteosis
2830;Omphalocele syndrome, Shprintzen-Goldberg type
2831;Sillence syndrome
2829;SHORT syndrome
2826;Atrial septal defect-atrioventricular conduction defects syndrome
2824;Senior-Loken syndrome
20425;ALG11-CDG
2825;Septo-optic dysplasia spectrum
2839;Spondylocamptodactyly syndrome
20436;Microform holoprosencephaly
2836;Spinocerebellar degeneration-corneal dystrophy syndrome
2835;X-linked spasticity-intellectual disability-epilepsy syndrome
2842;Spondyloenchondrodysplasia
2841;Autosomal dominant spondylocostal dysostosis
20385;Autosomal dominant hyperinsulinism due to Kir6.2 deficiency
2913;Cenani-Lenz syndrome
20384;Autosomal dominant hyperinsulinism due to SUR1 deficiency
20389;Adult-onset non-insulinoma persistent hyperinsulinemic hypoglycemia
2916;Humero-radial synostosis
2917;Humero-radio-ulnar synostosis
2918;Familial lambdoid synostosis
20390;Sporadic pheochromocytoma/secreting paraganglioma
2919;Radioulnar synostosis-microcephaly-scoliosis syndrome
20393;Symptomatic form of Coffin-Lowry syndrome in female carriers
2920;Radioulnar synostosis-developmental delay-hypotonia syndrome
2927;Apolipoprotein A-I deficiency
2929;Taurodontism
20407;Spasmus nutans
2934;Extensor tendons of finger anomalies
2939;Tetraamelia-multiple malformations syndrome
2940;Fallot complex-intellectual disability-growth delay syndrome
2943;Thalidomide embryopathy
20414;Intermediate uveitis
20355;Spinocerebellar ataxia type 36
2882;Hearing loss-familial salivary gland insensitivity to aldosterone syndrome
20354;Spinocerebellar ataxia type 35
2883;Deafness-lymphedema-leukemia syndrome
20353;Spinocerebellar ataxia type 32
2881;Deafness-genital anomalies-metacarpal and metatarsal synostosis syndrome
20359;Machado-Joseph disease type 1
2890;Deafness-oligodontia syndrome
20361;Machado-Joseph disease type 3
20360;Machado-Joseph disease type 2
2895;Conductive deafness-ptosis-skeletal anomalies syndrome
2892;Deafness-ear malformation-facial palsy syndrome
2893;Cochleosaccular degeneration-cataract syndrome
2899;Deafness-craniofacial syndrome
20370;Hemihyperplasia-multiple lipomatosis syndrome
20371;Familial multinodular goiter
2898;Deafness-vitiligo-achalasia syndrome
2897;Cardiospondylocarpofacial syndrome
2896;Multiple synostoses syndrome
2903;Symphalangism with multiple anomalies of hands and feet
20375;10q22.3q23.3 microdeletion syndrome
2900;Renpenning syndrome
2907;Proximal symphalangism
2905;Distal symphalangism
20376;10q22.3q23.3 microduplication syndrome
2910;Filippi syndrome
20383;Hyperinsulinism due to UCP2 deficiency
20380;Ogden syndrome
2908;Zlotogora-Ogur syndrome
3280;Combined immunodeficiency due to ZAP70 deficiency
3282;Heparin-induced thrombocytopenia
3294;Mitochondrial trifunctional protein deficiency
3290;Hereditary methemoglobinemia
3271;Glycogen storage disease due to hepatic glycogen synthase deficiency
3264;Dysbetalipoproteinemia
3267;Severe hereditary thrombophilia due to congenital protein S deficiency
3266;Familial hyperthyroidism due to mutations in TSH receptor
3277;Congenital factor II deficiency
3276;Hyperimmunoglobulinemia D with periodic fever
3279;Immunodeficiency by defective expression of MHC class II
3316;Systemic primary carnitine deficiency
3327;Sneddon syndrome
3321;Rolandic epilepsy
3297;3-methylcrotonyl-CoA carboxylase deficiency
3296;3-hydroxy-3-methylglutaric aciduria
3219;Rhizomelic dysplasia, Patterson-Lowry type
3221;Arachnodactyly-abnormal ossification-intellectual disability syndrome
3222;Cataract-deafness-hypogonadism syndrome
18520;Autosomal recessive limb-girdle muscular dystrophy type 2L
3226;Caudal appendage-deafness syndrome
18522;Autosomal recessive limb-girdle muscular dystrophy type 2N
3207;Hypomyelination neuropathy-arthrogryposis syndrome
18502;Gonadoblastoma
3206;Diprosopus
3214;Müllerian derivatives-lymphangiectasia-polydactyly syndrome
3250;Laron syndrome
3249;Kallmann syndrome
3252;Hereditary spherocytosis
3253;Xeroderma pigmentosum
3258;Familial aortic dissection
3256;X-linked non-syndromic intellectual disability
3257;Hemolytic anemia due to red cell pyruvate kinase deficiency
3260;Vitamin B12-responsive methylmalonic acidemia
3233;Stüve-Wiedemann syndrome
18528;Adult polyglucosan body disease
3238;Okamoto syndrome
3243;Leber congenital amaurosis
3247;Multiple osteochondromas
3245;Lynch syndrome
3244;Bardet-Biedl syndrome
3165;Orofaciodigital syndrome type 10
3164;Atypical Rett syndrome
3167;Kallmann syndrome-heart disease syndrome
3157;White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome
3152;Fryns-Smeets-Thiry syndrome
3155;Microgastria-limb reduction defect syndrome
3154;Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome
3148;Progressive non-infectious anterior vertebral fusion
3149;Cleft palate-short stature-vertebral anomalies syndrome
3144;X-linked intellectual disability-plagiocephaly syndrome
3143;Muscular pseudohypertrophy-hypothyroidism syndrome
3136;Lethal recessive chondrodysplasia
3137;Hydrocephalus-obesity-hypogonadism syndrome
3198;Aplasia cutis congenita
18621;Axonal polyneuropathy associated with IgG/IgM/IgA monoclonal gammopathy
18616;Polyradiculoneuropathy associated with IgG/IgA/IgM monoclonal gammopathy without known antibodies
3191;Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome
3189;Hydrocephaly-low insertion umbilicus syndrome
3188;Dysmorphism-cleft palate-loose skin syndrome
3187;Aymé-Gripp syndrome
18608;Spinocerebellar ataxia type 29
3183;Intellectual disability-sparse hair-brachydactyly syndrome
3181;Isolated arrhinia
3175;Dysplastic cortical hyperostosis
3173;Progeroid syndrome, Petty type
3171;Brachydactylous dwarfism, Mseleni type
3101;Hirschsprung disease-ganglioneuroblastoma syndrome
3080;Brachydactyly-mesomelia-intellectual disability-heart defects syndrome
3081;Microphthalmia-microtia-fetal akinesia syndrome
3086;Facial dysmorphism-shawl scrotum-joint laxity syndrome
3087;Intellectual disability-short stature-hypertelorism syndrome
3075;Thoraco-abdominal enteric duplication
18682;Intermediate osteopetrosis
3130;Umbilical cord ulceration-intestinal atresia syndrome
18680;IRIDA syndrome
18687;Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome
3134;Myalgia-eosinophilia syndrome associated with tryptophan
18684;Congenital alveolar capillary dysplasia
18685;Urocanic aciduria
18672;Autosomal recessive spastic paraplegia type 18
18673;Idiopathic uveal effusion syndrome
18676;Episodic ataxia type 6
18677;Episodic ataxia type 7
3114;Polycystic ovaries-urethral sphincter dysfunction syndrome
18667;Childhood apraxia of speech
18666;Brain-lung-thyroid syndrome
18665;Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency
18671;IRVAN syndrome
3106;Microcephaly-seizures-intellectual disability-heart disease syndrome
18695;Dystonia 16
3525;Catecholaminergic polymorphic ventricular tachycardia
3523;His bundle tachycardia
3521;Central nervous system calcification-deafness-tubular acidosis-anemia syndrome
3535;Cryptococcosis
3530;Undifferentiated pleomorphic sarcoma
3529;Primary hyperoxaluria
3528;Distal myopathy
3543;Tufted angioma
18709;Episodic ataxia type 5
3539;Mycetoma
18704;Spinocerebellar ataxia type 30
3549;Nephronophthisis
3545;Infantile myofibromatosis
3557;Propionic acidemia
3556;Glycine encephalopathy
3558;Mitochondrial DNA-related progressive external ophthalmoplegia
3553;Congenital disorder of glycosylation
3552;Denys-Drash syndrome
3555;Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency
3564;Glutaryl-CoA dehydrogenase deficiency
3567;Rhizomelic chondrodysplasia punctata
3560;Familial melanoma
3572;Glycogen storage disease due to lactate dehydrogenase deficiency
3574;Smith-Lemli-Opitz syndrome
18742;Adenocarcinoma of ovary
3568;Cartilage-hair hypoplasia
3569;Cutis laxa
3570;Medium chain acyl-CoA dehydrogenase deficiency
3459;Congenital pulmonary veins atresia or stenosis
3462;Scimitar syndrome
3460;Congenital pulmonary valve stenosis
3465;Aorto-ventricular tunnel
3469;Common variable immunodeficiency
3468;Autoimmune lymphoproliferative syndrome
3474;Perlman syndrome
3482;Autoimmune pulmonary alveolar proteinosis
3484;Intellectual disability-polydactyly-uncombable hair syndrome
3485;Axenfeld-Rieger syndrome
3491;Tetrasomy 5p
3493;Distal trisomy 17q
18788;Congenitally corrected transposition of the great arteries
3495;Double uterus-hemivagina-renal agenesis syndrome
3494;Tyrosinemia type 1
3497;Von Willebrand disease
3498;CHIME syndrome
18796;Classic pantothenate kinase-associated neurodegeneration
18797;Atypical pantothenate kinase-associated neurodegeneration
3506;Familial glucocorticoid deficiency
3508;Acrofacial dysostosis, Palagonia type
18809;Zechi-Ceide syndrome
18808;Spinocerebellar ataxia type 31
18829;BNAR syndrome
3404;Birdshot chorioretinopathy
3402;Congenital enterovirus infection
3403;Polyarteritis nodosa
3400;Classic mycosis fungoides
3401;Sézary syndrome
3399;Kasabach-Merritt syndrome
3395;CINCA syndrome
3392;Malakoplakia
18846;RIN2 syndrome
3423;Opitz G/BBB syndrome
18847;17q21.31 microduplication syndrome
3422;Idiopathic hypereosinophilic syndrome
3418;Optic pathway glioma
3412;Viral hemorrhagic fever
3411;Hemorrhagic fever-renal syndrome
3410;Microsporidiosis
3409;Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
18862;Neonatal acute respiratory distress due to SP-B deficiency
3435;Aorta coarctation
18853;Combined immunodeficiency due to DOCK8 deficiency
3428;Aortic arch defects
18852;17p13.3 microduplication syndrome
18848;19q13.11 microdeletion syndrome
3426;Aneurysm of sinus of Valsalva
18850;Microduplication Xp11.22p11.23 syndrome
3455;Congenital aortic valve stenosis
18879;Sensorineural deafness with dilated cardiomyopathy
18874;Familial dilated cardiomyopathy
3450;Double outlet right ventricle
3444;Idiopathic/heritable pulmonary arterial hypertension
3441;Pulmonary arteriovenous malformation
3336;Congenital factor XIII deficiency
3343;Carnitine-acylcarnitine translocase deficiency
3331;Congenital fibrinogen deficiency
3335;Congenital alpha2-antiplasmin deficiency
3333;Cogan syndrome
3355;Histidinemia
18906;Limited cutaneous systemic sclerosis
18905;Diffuse cutaneous systemic sclerosis
18903;Xeroderma pigmentosum-Cockayne syndrome complex
3349;Gyrate atrophy of choroid and retina
3369;Homocystinuria without methylmalonic aciduria
3370;Hyperammonemia due to N-acetylglutamate synthase deficiency
18912;Attenuated familial adenomatous polyposis
18915;Rare hereditary hemochromatosis
18917;Joubert syndrome with renal defect
3365;Cystathioninuria
18916;Joubert syndrome with ocular defect
3366;Lysinuric protein intolerance
3384;Hereditary breast and ovarian cancer syndrome
3387;Prolactinoma
18939;Trigeminal neuralgia
3386;Lymphangioleiomyomatosis
3388;Postpoliomyelitis syndrome
3377;Isolated succinate-CoQ reductase deficiency
18929;Rothmund-Thomson syndrome type 1
18930;Rothmund-Thomson syndrome type 2
3381;Paris-Trousseau thrombocytopenia
3383;Severe hereditary thrombophilia due to congenital protein C deficiency
18934;Acrocephalopolydactyly
18935;Familial cerebral cavernous malformation
3382;Glanzmann thrombasthenia
18978;Familial infantile bilateral striatal necrosis
18977;Sporadic infantile bilateral striatal necrosis
18945;Pseudoaminopterin syndrome
18950;Pitt-Hopkins-like syndrome
3764;Thymic epithelial neoplasm
19060;Autoimmune polyendocrinopathy type 4
19059;Autoimmune polyendocrinopathy type 3
19069;Hughes-Stovin syndrome
3751;Medulloblastoma
3747;Burkitt lymphoma
3758;Osteosarcoma
19053;Multiple system atrophy, cerebellar type
3752;Glioblastoma
19029;Permanent congenital hypothyroidism
19031;Central congenital hypothyroidism
3735;Solitary fibrous tumour/hemangiopericytoma
19030;Primary congenital hypothyroidism
3728;Pseudoxanthoma elasticum
3729;Hyperprolinemia type 1
3731;Adrenocortical carcinoma
19036;Genetic transient congenital hypothyroidism
19033;Hypothyroidism due to deficient transcription factors involved in pituitary development or function
19035;Congenital hypothyroidism due to maternal intake of antithyroid drugs
19034;Peripheral hypothyroidism
3739;Classic Hodgkin lymphoma
3716;Larsen syndrome
3719;Dent disease
3726;Nephrogenic diabetes insipidus
3723;Pseudohypoaldosteronism type 2
3705;Chronic myeloid leukemia
19128;5q35 microduplication syndrome
3704;Butyrylcholinesterase deficiency
19134;Isolated agammaglobulinemia
19132;Syndromic multisystem autoimmune disease due to Itch deficiency
3709;Isolated Klippel-Feil syndrome
3708;Familial pancreatic carcinoma
19123;Ptosis-upper ocular movement limitation-absence of lacrimal punctum syndrome
19121;Frontonasal dysplasia-alopecia-genital anomalies syndrome
19127;Polyvalvular heart disease syndrome
19124;8q12 microduplication syndrome
3700;Osteopetrosis and related disorders
19125;2q23.1 microdeletion syndrome
19119;5q14.3 microdeletion syndrome
19116;Foodborne botulism
19099;Carnitine palmitoyl transferase II deficiency, myopathic form
19100;Carnitine palmitoyl transferase II deficiency, severe infantile form
19101;Carnitine palmitoyl transferase II deficiency, neonatal form
19102;Autoimmune hemolytic anemia, cold type
19088;Elastoderma
19094;Familial anetoderma
19081;Patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome
3656;Overhydrated hereditary stomatocytosis
3651;Benign familial infantile epilepsy
3652;Congenital factor X deficiency
19076;Autosomal dominant striatal neurodegeneration
3655;Hereditary elliptocytosis
3643;Early-onset generalized limb-onset dystonia
3641;Pure autonomic failure
19190;Paraparetic variant of Guillain-Barré syndrome
3637;Narcolepsy type 1
19184;Alpha-thalassemia-myelodysplastic syndrome
3630;Linear verrucous nevus syndrome
19182;Beta-thalassemia-X-linked thrombocytopenia syndrome
3631;Mixed connective tissue disease
3626;Medullary sponge kidney
19177;Hemoglobin E-beta-thalassemia syndrome
19176;Hemoglobin C-beta-thalassemia syndrome
3625;Idiopathic hypercalciuria
19175;Delta-beta-thalassemia
19174;Beta-thalassemia associated with another hemoglobin anomaly
19173;Dominant beta-thalassemia
19172;Beta-thalassemia intermedia
3618;Castleman disease
19171;Beta-thalassemia major
3619;Familial benign chronic pemphigus
19169;Usher syndrome type 3
3616;Frasier syndrome
19168;Usher syndrome type 2
