country,year,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($),gdp_per_capita ($),Id
Mexico,1998,117,743519,15.74,,526.502.129.378,6064,16721
Mexico,1998,774,7923430,9.77,,526.502.129.378,6064,16722
Mexico,1998,860,10444415,8.23,,526.502.129.378,6064,16723
Mexico,1998,288,3576372,8.05,,526.502.129.378,6064,16724
Mexico,1998,676,8802383,7.68,,526.502.129.378,6064,16725
Mexico,1998,227,10340767,2.2,,526.502.129.378,6064,16726
Mexico,1998,113,8178534,1.38,,526.502.129.378,6064,16727
Mexico,1998,95,9136813,1.04,,526.502.129.378,6064,16728
Mexico,1998,10,1038891,0.96,,526.502.129.378,6064,16729
Mexico,1998,87,11488804,0.76,,526.502.129.378,6064,16730
Mexico,1998,29,4058048,0.71,,526.502.129.378,6064,16731
Mexico,1998,36,11093702,0.32,,526.502.129.378,6064,16732
Mexico,1999,109,772816,14.1,,600.232.874.043,6800,16733
Mexico,1999,940,10416842,9.02,,600.232.874.043,6800,16734
Mexico,1999,726,8214958,8.84,,600.232.874.043,6800,16735
Mexico,1999,317,3684714,8.6,,600.232.874.043,6800,16736
Mexico,1999,668,9064400,7.37,,600.232.874.043,6800,16737
Mexico,1999,211,10286270,2.05,,600.232.874.043,6800,16738
Mexico,1999,114,9433287,1.21,,600.232.874.043,6800,16739
Mexico,1999,100,8457907,1.18,,600.232.874.043,6800,16740
Mexico,1999,9,1083212,0.83,,600.232.874.043,6800,16741
Mexico,1999,34,4152769,0.82,,600.232.874.043,6800,16742
Mexico,1999,59,11553882,0.51,,600.232.874.043,6800,16743
Mexico,1999,40,11150920,0.36,,600.232.874.043,6800,16744
Mexico,2000,105,801173,13.11,699,707.906.744.575,7892,16745
Mexico,2000,797,8473261,9.41,699,707.906.744.575,7892,16746
Mexico,2000,870,10407812,8.36,699,707.906.744.575,7892,16747
Mexico,2000,317,3793938,8.36,699,707.906.744.575,7892,16748
Mexico,2000,755,9334127,8.09,699,707.906.744.575,7892,16749
Mexico,2000,231,10247321,2.25,699,707.906.744.575,7892,16750
Mexico,2000,101,8702615,1.16,699,707.906.744.575,7892,16751
Mexico,2000,111,9741546,1.14,699,707.906.744.575,7892,16752
Mexico,2000,12,1128113,1.06,699,707.906.744.575,7892,16753
Mexico,2000,39,4245190,0.92,699,707.906.744.575,7892,16754
Mexico,2000,75,11611360,0.65,699,707.906.744.575,7892,16755
Mexico,2000,43,11208337,0.38,699,707.906.744.575,7892,16756
Mexico,2001,161,836476,19.25,,756.706.300.590,8311,16757
Mexico,2001,837,8719740,9.6,,756.706.300.590,8311,16758
Mexico,2001,908,10392763,8.74,,756.706.300.590,8311,16759
Mexico,2001,338,3891947,8.68,,756.706.300.590,8311,16760
Mexico,2001,765,9614513,7.96,,756.706.300.590,8311,16761
Mexico,2001,263,10198732,2.58,,756.706.300.590,8311,16762
Mexico,2001,136,8930235,1.52,,756.706.300.590,8311,16763
Mexico,2001,148,10069614,1.47,,756.706.300.590,8311,16764
Mexico,2001,51,4322994,1.18,,756.706.300.590,8311,16765
Mexico,2001,13,1178437,1.1,,756.706.300.590,8311,16766
Mexico,2001,79,11648383,0.68,,756.706.300.590,8311,16767
Mexico,2001,61,11248880,0.54,,756.706.300.590,8311,16768
Mexico,2002,124,869659,14.26,,772.106.378.935,8357,16769
Mexico,2002,852,8935002,9.54,,772.106.378.935,8357,16770
Mexico,2002,919,10391176,8.84,,772.106.378.935,8357,16771
Mexico,2002,348,3991819,8.72,,772.106.378.935,8357,16772
Mexico,2002,824,9900926,8.32,,772.106.378.935,8357,16773
Mexico,2002,260,10166352,2.56,,772.106.378.935,8357,16774
Mexico,2002,158,10409349,1.52,,772.106.378.935,8357,16775
Mexico,2002,119,9124293,1.3,,772.106.378.935,8357,16776
Mexico,2002,46,4401799,1.05,,772.106.378.935,8357,16777
Mexico,2002,103,11684250,0.88,,772.106.378.935,8357,16778
Mexico,2002,10,1227458,0.81,,772.106.378.935,8357,16779
Mexico,2002,63,11292233,0.56,,772.106.378.935,8357,16780
Mexico,2003,151,901495,16.75,,729.336.319.677,7779,16781
Mexico,2003,911,9114537,10,,729.336.319.677,7779,16782
Mexico,2003,385,4100347,9.39,,729.336.319.677,7779,16783
Mexico,2003,953,10408446,9.16,,729.336.319.677,7779,16784
Mexico,2003,885,10201542,8.68,,729.336.319.677,7779,16785
Mexico,2003,280,10156204,2.76,,729.336.319.677,7779,16786
Mexico,2003,171,10765671,1.59,,729.336.319.677,7779,16787
Mexico,2003,125,9280350,1.35,,729.336.319.677,7779,16788
Mexico,2003,55,4489997,1.22,,729.336.319.677,7779,16789
Mexico,2003,11,1276432,0.86,,729.336.319.677,7779,16790
Mexico,2003,91,11723507,0.78,,729.336.319.677,7779,16791
Mexico,2003,52,11340331,0.46,,729.336.319.677,7779,16792
Mexico,2004,140,932624,15.01,,782.240.601.985,8217,16793
Mexico,2004,885,9254521,9.56,,782.240.601.985,8217,16794
Mexico,2004,390,4227720,9.22,,782.240.601.985,8217,16795
Mexico,2004,942,10447031,9.02,,782.240.601.985,8217,16796
Mexico,2004,926,10528424,8.8,,782.240.601.985,8217,16797
Mexico,2004,238,10169971,2.34,,782.240.601.985,8217,16798
Mexico,2004,158,9394059,1.68,,782.240.601.985,8217,16799
Mexico,2004,67,4599859,1.46,,782.240.601.985,8217,16800
Mexico,2004,148,11144750,1.33,,782.240.601.985,8217,16801
Mexico,2004,14,1326483,1.06,,782.240.601.985,8217,16802
Mexico,2004,98,11772473,0.83,,782.240.601.985,8217,16803
Mexico,2004,50,11395153,0.44,,782.240.601.985,8217,16804
Mexico,2005,154,963447,15.98,722,877.476.221.382,9071,16805
Mexico,2005,956,9355305,10.22,722,877.476.221.382,9071,16806
Mexico,2005,1018,10888804,9.35,722,877.476.221.382,9071,16807
Mexico,2005,943,10509381,8.97,722,877.476.221.382,9071,16808
Mexico,2005,375,4380597,8.56,722,877.476.221.382,9071,16809
Mexico,2005,272,10208805,2.66,722,877.476.221.382,9071,16810
Mexico,2005,159,9465920,1.68,722,877.476.221.382,9071,16811
Mexico,2005,177,11550016,1.53,722,877.476.221.382,9071,16812
Mexico,2005,54,4739632,1.14,722,877.476.221.382,9071,16813
Mexico,2005,98,11833699,0.83,722,877.476.221.382,9071,16814
Mexico,2005,11,1378312,0.8,722,877.476.221.382,9071,16815
Mexico,2005,57,11456090,0.5,722,877.476.221.382,9071,16816
Mexico,2006,139,1009855,13.76,,975.387.131.716,9906,16817
Mexico,2006,928,9459323,9.81,,975.387.131.716,9906,16818
Mexico,2006,419,4535133,9.24,,975.387.131.716,9906,16819
Mexico,2006,995,11286802,8.82,,975.387.131.716,9906,16820
Mexico,2006,926,10624582,8.72,,975.387.131.716,9906,16821
Mexico,2006,287,10309008,2.78,,975.387.131.716,9906,16822
Mexico,2006,137,9546600,1.44,,975.387.131.716,9906,16823
Mexico,2006,161,11985917,1.34,,975.387.131.716,9906,16824
Mexico,2006,52,4886682,1.06,,975.387.131.716,9906,16825
Mexico,2006,114,11875780,0.96,,975.387.131.716,9906,16826
Mexico,2006,11,1441037,0.76,,975.387.131.716,9906,16827
Mexico,2006,61,11508120,0.53,,975.387.131.716,9906,16828
Mexico,2007,136,1055853,12.88,,1.052.696.282.279,10496,16829
Mexico,2007,943,9530655,9.89,,1.052.696.282.279,10496,16830
Mexico,2007,421,4716115,8.93,,1.052.696.282.279,10496,16831
Mexico,2007,1030,11726685,8.78,,1.052.696.282.279,10496,16832
Mexico,2007,910,10761087,8.46,,1.052.696.282.279,10496,16833
Mexico,2007,272,10427676,2.61,,1.052.696.282.279,10496,16834
Mexico,2007,173,9590582,1.8,,1.052.696.282.279,10496,16835
Mexico,2007,202,12451981,1.62,,1.052.696.282.279,10496,16836
Mexico,2007,48,5064820,0.95,,1.052.696.282.279,10496,16837
Mexico,2007,14,1503866,0.93,,1.052.696.282.279,10496,16838
Mexico,2007,83,11918904,0.7,,1.052.696.282.279,10496,16839
Mexico,2007,53,11546073,0.46,,1.052.696.282.279,10496,16840
Mexico,2008,145,1101082,13.17,,1.109.989.038.339,10864,16841
Mexico,2008,959,9582642,10.01,,1.109.989.038.339,10864,16842
Mexico,2008,457,4918339,9.29,,1.109.989.038.339,10864,16843
Mexico,2008,997,10909870,9.14,,1.109.989.038.339,10864,16844
Mexico,2008,1113,12193540,9.13,,1.109.989.038.339,10864,16845
Mexico,2008,325,10559325,3.08,,1.109.989.038.339,10864,16846
Mexico,2008,176,9612896,1.83,,1.109.989.038.339,10864,16847
Mexico,2008,213,12936391,1.65,,1.109.989.038.339,10864,16848
Mexico,2008,60,5270209,1.14,,1.109.989.038.339,10864,16849
Mexico,2008,111,11956461,0.93,,1.109.989.038.339,10864,16850
Mexico,2008,13,1565132,0.83,,1.109.989.038.339,10864,16851
Mexico,2008,73,11564700,0.63,,1.109.989.038.339,10864,16852
Mexico,2009,163,1144924,14.24,,900.045.362.045,8651,16853
Mexico,2009,985,9636154,10.22,,900.045.362.045,8651,16854
Mexico,2009,1271,12663131,10.04,,900.045.362.045,8651,16855
Mexico,2009,497,5132854,9.68,,900.045.362.045,8651,16856
Mexico,2009,1032,11057116,9.33,,900.045.362.045,8651,16857
Mexico,2009,359,10695396,3.36,,900.045.362.045,8651,16858
Mexico,2009,212,9636739,2.2,,900.045.362.045,8651,16859
Mexico,2009,234,13420062,1.74,,900.045.362.045,8651,16860
Mexico,2009,74,5495711,1.35,,900.045.362.045,8651,16861
Mexico,2009,109,11979752,0.91,,900.045.362.045,8651,16862
Mexico,2009,81,11560068,0.7,,900.045.362.045,8651,16863
Mexico,2009,6,1622435,0.37,,900.045.362.045,8651,16864
Mexico,2010,165,1187437,13.9,746,1.057.801.282.051,9991,16865
Mexico,2010,936,9704369,9.65,746,1.057.801.282.051,9991,16866
Mexico,2010,1074,11192708,9.6,746,1.057.801.282.051,9991,16867
Mexico,2010,1191,13117850,9.08,746,1.057.801.282.051,9991,16868
Mexico,2010,483,5353293,9.02,746,1.057.801.282.051,9991,16869
Mexico,2010,350,10827976,3.23,746,1.057.801.282.051,9991,16870
Mexico,2010,177,9676184,1.83,746,1.057.801.282.051,9991,16871
Mexico,2010,231,13887708,1.66,746,1.057.801.282.051,9991,16872
Mexico,2010,62,5735458,1.08,746,1.057.801.282.051,9991,16873
Mexico,2010,109,11983471,0.91,746,1.057.801.282.051,9991,16874
Mexico,2010,73,11534311,0.63,746,1.057.801.282.051,9991,16875
Mexico,2010,7,1675096,0.42,746,1.057.801.282.051,9991,16876
Mexico,2011,156,1236980,12.61,748,1.180.489.563.964,10965,16877
Mexico,2011,1308,11318362,11.56,748,1.180.489.563.964,10965,16878
Mexico,2011,1024,9792087,10.46,748,1.180.489.563.964,10965,16879
Mexico,2011,1326,13558864,9.78,748,1.180.489.563.964,10965,16880
Mexico,2011,533,5562736,9.58,748,1.180.489.563.964,10965,16881
Mexico,2011,439,10955599,4.01,748,1.180.489.563.964,10965,16882
Mexico,2011,225,9731711,2.31,748,1.180.489.563.964,10965,16883
Mexico,2011,222,14331297,1.55,748,1.180.489.563.964,10965,16884
Mexico,2011,72,5967658,1.21,748,1.180.489.563.964,10965,16885
Mexico,2011,140,11975964,1.17,748,1.180.489.563.964,10965,16886
Mexico,2011,107,11496698,0.93,748,1.180.489.563.964,10965,16887
Mexico,2011,6,1727144,0.35,748,1.180.489.563.964,10965,16888
Mexico,2012,170,1283320,13.25,754,1.201.090.018.604,10982,16889
Mexico,2012,1251,11427075,10.95,754,1.201.090.018.604,10982,16890
Mexico,2012,1013,9890969,10.24,754,1.201.090.018.604,10982,16891
Mexico,2012,1264,13980301,9.04,754,1.201.090.018.604,10982,16892
Mexico,2012,509,5778173,8.81,754,1.201.090.018.604,10982,16893
Mexico,2012,407,11076558,3.67,754,1.201.090.018.604,10982,16894
Mexico,2012,214,9801779,2.18,754,1.201.090.018.604,10982,16895
Mexico,2012,258,14755637,1.75,754,1.201.090.018.604,10982,16896
Mexico,2012,85,6214623,1.37,754,1.201.090.018.604,10982,16897
Mexico,2012,123,11945793,1.03,754,1.201.090.018.604,10982,16898
Mexico,2012,79,11441953,0.69,754,1.201.090.018.604,10982,16899
Mexico,2012,8,1772584,0.45,754,1.201.090.018.604,10982,16900
Mexico,2013,161,1328764,12.12,755,1.274.443.078.609,11478,16901
Mexico,2013,1151,10000769,11.51,755,1.274.443.078.609,11478,16902
Mexico,2013,1220,11520698,10.59,755,1.274.443.078.609,11478,16903
Mexico,2013,1469,14385858,10.21,755,1.274.443.078.609,11478,16904
Mexico,2013,565,5999782,9.42,755,1.274.443.078.609,11478,16905
Mexico,2013,392,11186604,3.5,755,1.274.443.078.609,11478,16906
Mexico,2013,212,9885421,2.14,755,1.274.443.078.609,11478,16907
Mexico,2013,263,15162201,1.73,755,1.274.443.078.609,11478,16908
Mexico,2013,94,6474009,1.45,755,1.274.443.078.609,11478,16909
Mexico,2013,16,1815829,0.88,755,1.274.443.078.609,11478,16910
Mexico,2013,102,11898580,0.86,755,1.274.443.078.609,11478,16911
Mexico,2013,66,11378193,0.58,755,1.274.443.078.609,11478,16912
Mexico,2014,177,1376264,12.86,756,1.314.385.330.073,11663,16913
Mexico,2014,1334,11603241,11.5,756,1.314.385.330.073,11663,16914
Mexico,2014,1140,10118932,11.27,756,1.314.385.330.073,11663,16915
Mexico,2014,1558,14784480,10.54,756,1.314.385.330.073,11663,16916
Mexico,2014,612,6228708,9.83,756,1.314.385.330.073,11663,16917
Mexico,2014,416,11280468,3.69,756,1.314.385.330.073,11663,16918
Mexico,2014,271,9978692,2.72,756,1.314.385.330.073,11663,16919
Mexico,2014,333,15556091,2.14,756,1.314.385.330.073,11663,16920
Mexico,2014,91,6743397,1.35,756,1.314.385.330.073,11663,16921
Mexico,2014,129,11844045,1.09,756,1.314.385.330.073,11663,16922
Mexico,2014,109,11316008,0.96,756,1.314.385.330.073,11663,16923
Mexico,2014,8,1862263,0.43,756,1.314.385.330.073,11663,16924
Mexico,2015,1195,10243158,11.67,,1.169.622.672.463,10228,16925
Mexico,2015,1347,11676480,11.54,,1.169.622.672.463,10228,16926
Mexico,2015,163,1427654,11.42,,1.169.622.672.463,10228,16927
Mexico,2015,1560,15181008,10.28,,1.169.622.672.463,10228,16928
Mexico,2015,584,6465941,9.03,,1.169.622.672.463,10228,16929
Mexico,2015,484,11354811,4.26,,1.169.622.672.463,10228,16930
Mexico,2015,267,10079012,2.65,,1.169.622.672.463,10228,16931
Mexico,2015,303,15940497,1.9,,1.169.622.672.463,10228,16932
Mexico,2015,88,7021916,1.25,,1.169.622.672.463,10228,16933
Mexico,2015,137,11790898,1.16,,1.169.622.672.463,10228,16934
Mexico,2015,95,11261292,0.84,,1.169.622.672.463,10228,16935
Mexico,2015,11,1915217,0.57,,1.169.622.672.463,10228,16936
Mongolia,2016,127,290660,43.69,,11.183.458.131,4145,16937
Mongolia,2016,127,375631,33.81,,11.183.458.131,4145,16938
Mongolia,2016,85,252851,33.62,,11.183.458.131,4145,16939
Mongolia,2016,29,113527,25.54,,11.183.458.131,4145,16940
Mongolia,2016,3,15349,19.55,,11.183.458.131,4145,16941
Mongolia,2016,3,26305,11.4,,11.183.458.131,4145,16942
Mongolia,2016,18,246805,7.29,,11.183.458.131,4145,16943
Mongolia,2016,15,292237,5.13,,11.183.458.131,4145,16944
Mongolia,2016,15,406028,3.69,,11.183.458.131,4145,16945
Mongolia,2016,1,148196,0.67,,11.183.458.131,4145,16946
Montenegro,2000,0,48660,0,,984.297.589,1701,16947
Montenegro,2000,0,43578,0,,984.297.589,1701,16948
Montenegro,2000,0,86210,0,,984.297.589,1701,16949
Montenegro,2000,0,43461,0,,984.297.589,1701,16950
Montenegro,2000,0,58144,0,,984.297.589,1701,16951
Montenegro,2000,0,14322,0,,984.297.589,1701,16952
Montenegro,2000,0,50621,0,,984.297.589,1701,16953
Montenegro,2000,0,43146,0,,984.297.589,1701,16954
Montenegro,2000,0,85940,0,,984.297.589,1701,16955
Montenegro,2000,0,46337,0,,984.297.589,1701,16956
Montenegro,2000,0,49448,0,,984.297.589,1701,16957
Montenegro,2000,0,8801,0,,984.297.589,1701,16958
Montenegro,2001,0,48660,0,,1.159.869.246,2004,16959
Montenegro,2001,0,43578,0,,1.159.869.246,2004,16960
Montenegro,2001,0,86210,0,,1.159.869.246,2004,16961
Montenegro,2001,0,43461,0,,1.159.869.246,2004,16962
Montenegro,2001,0,58144,0,,1.159.869.246,2004,16963
Montenegro,2001,0,14322,0,,1.159.869.246,2004,16964
Montenegro,2001,0,50621,0,,1.159.869.246,2004,16965
Montenegro,2001,0,43146,0,,1.159.869.246,2004,16966
Montenegro,2001,0,85940,0,,1.159.869.246,2004,16967
Montenegro,2001,0,46337,0,,1.159.869.246,2004,16968
Montenegro,2001,0,49448,0,,1.159.869.246,2004,16969
Montenegro,2001,0,8801,0,,1.159.869.246,2004,16970
Montenegro,2002,0,48660,0,,1.284.685.051,2220,16971
Montenegro,2002,0,43578,0,,1.284.685.051,2220,16972
Montenegro,2002,0,86210,0,,1.284.685.051,2220,16973
Montenegro,2002,0,43461,0,,1.284.685.051,2220,16974
Montenegro,2002,0,58144,0,,1.284.685.051,2220,16975
Montenegro,2002,0,14322,0,,1.284.685.051,2220,16976
Montenegro,2002,0,50621,0,,1.284.685.051,2220,16977
Montenegro,2002,0,43146,0,,1.284.685.051,2220,16978
Montenegro,2002,0,85940,0,,1.284.685.051,2220,16979
Montenegro,2002,0,46337,0,,1.284.685.051,2220,16980
Montenegro,2002,0,49448,0,,1.284.685.051,2220,16981
Montenegro,2002,0,8801,0,,1.284.685.051,2220,16982
Montenegro,2003,0,48662,0,,1.707.710.053,2946,16983
Montenegro,2003,0,43857,0,,1.707.710.053,2946,16984
Montenegro,2003,0,86276,0,,1.707.710.053,2946,16985
Montenegro,2003,0,43122,0,,1.707.710.053,2946,16986
Montenegro,2003,0,58393,0,,1.707.710.053,2946,16987
Montenegro,2003,0,14696,0,,1.707.710.053,2946,16988
Montenegro,2003,0,50688,0,,1.707.710.053,2946,16989
Montenegro,2003,0,43303,0,,1.707.710.053,2946,16990
Montenegro,2003,0,86015,0,,1.707.710.053,2946,16991
Montenegro,2003,0,46019,0,,1.707.710.053,2946,16992
Montenegro,2003,0,49464,0,,1.707.710.053,2946,16993
Montenegro,2003,0,9193,0,,1.707.710.053,2946,16994
Montenegro,2004,0,48581,0,,2.073.234.418,3565,16995
Montenegro,2004,0,44333,0,,2.073.234.418,3565,16996
Montenegro,2004,0,86342,0,,2.073.234.418,3565,16997
Montenegro,2004,0,42415,0,,2.073.234.418,3565,16998
Montenegro,2004,0,59168,0,,2.073.234.418,3565,16999
Montenegro,2004,0,15351,0,,2.073.234.418,3565,17000
Montenegro,2004,0,50659,0,,2.073.234.418,3565,17001
Montenegro,2004,0,43672,0,,2.073.234.418,3565,17002
Montenegro,2004,0,86065,0,,2.073.234.418,3565,17003
Montenegro,2004,0,45411,0,,2.073.234.418,3565,17004
Montenegro,2004,0,49788,0,,2.073.234.418,3565,17005
Montenegro,2004,0,9838,0,,2.073.234.418,3565,17006
Montenegro,2005,6,10389,57.75,0.75,2.257.174.481,3870,17007
Montenegro,2005,29,50541,57.38,0.75,2.257.174.481,3870,17008
Montenegro,2005,6,16010,37.48,0.75,2.257.174.481,3870,17009
Montenegro,2005,16,44188,36.21,0.75,2.257.174.481,3870,17010
Montenegro,2005,29,85719,33.83,0.75,2.257.174.481,3870,17011
Montenegro,2005,16,60185,26.58,0.75,2.257.174.481,3870,17012
Montenegro,2005,9,86115,10.45,0.75,2.257.174.481,3870,17013
Montenegro,2005,3,44869,6.69,0.75,2.257.174.481,3870,17014
Montenegro,2005,2,48228,4.15,0.75,2.257.174.481,3870,17015
Montenegro,2005,2,50447,3.96,0.75,2.257.174.481,3870,17016
Montenegro,2005,0,41763,0,0.75,2.257.174.481,3870,17017
Montenegro,2005,0,44778,0,0.75,2.257.174.481,3870,17018
Montenegro,2006,0,47824,0,,2.721.904.403,4654,17019
Montenegro,2006,0,45421,0,,2.721.904.403,4654,17020
Montenegro,2006,0,86005,0,,2.721.904.403,4654,17021
Montenegro,2006,0,41138,0,,2.721.904.403,4654,17022
Montenegro,2006,0,61112,0,,2.721.904.403,4654,17023
Montenegro,2006,0,16606,0,,2.721.904.403,4654,17024
Montenegro,2006,0,50183,0,,2.721.904.403,4654,17025
Montenegro,2006,0,44741,0,,2.721.904.403,4654,17026
Montenegro,2006,0,85461,0,,2.721.904.403,4654,17027
Montenegro,2006,0,44115,0,,2.721.904.403,4654,17028
Montenegro,2006,0,51354,0,,2.721.904.403,4654,17029
Montenegro,2006,0,10925,0,,2.721.904.403,4654,17030
Montenegro,2007,15,11416,131.39,,3.680.710.375,6268,17031
Montenegro,2007,29,52283,55.47,,3.680.710.375,6268,17032
Montenegro,2007,7,17124,40.88,,3.680.710.375,6268,17033
Montenegro,2007,27,85387,31.62,,3.680.710.375,6268,17034
Montenegro,2007,12,45516,26.36,,3.680.710.375,6268,17035
Montenegro,2007,12,61941,19.37,,3.680.710.375,6268,17036
Montenegro,2007,10,86182,11.6,,3.680.710.375,6268,17037
Montenegro,2007,5,49885,10.02,,3.680.710.375,6268,17038
Montenegro,2007,3,46000,6.52,,3.680.710.375,6268,17039
Montenegro,2007,1,43529,2.3,,3.680.710.375,6268,17040
Montenegro,2007,0,47411,0,,3.680.710.375,6268,17041
Montenegro,2007,0,40570,0,,3.680.710.375,6268,17042
Montenegro,2008,9,11937,75.4,,4.545.674.528,7705,17043
Montenegro,2008,30,53422,56.16,,4.545.674.528,7705,17044
Montenegro,2008,10,17836,56.07,,4.545.674.528,7705,17045
Montenegro,2008,22,85049,25.87,,4.545.674.528,7705,17046
Montenegro,2008,15,62838,23.87,,4.545.674.528,7705,17047
Montenegro,2008,9,46505,19.35,,4.545.674.528,7705,17048
Montenegro,2008,15,86228,17.4,,4.545.674.528,7705,17049
Montenegro,2008,7,49423,14.16,,4.545.674.528,7705,17050
Montenegro,2008,5,46653,10.72,,4.545.674.528,7705,17051
Montenegro,2008,3,43139,6.95,,4.545.674.528,7705,17052
Montenegro,2008,1,46646,2.14,,4.545.674.528,7705,17053
Montenegro,2008,0,40277,0,,4.545.674.528,7705,17054
Montenegro,2009,15,12568,119.35,,4.159.330.370,7023,17055
Montenegro,2009,23,54561,42.15,,4.159.330.370,7023,17056
Montenegro,2009,34,84584,40.2,,4.159.330.370,7023,17057
Montenegro,2009,5,18663,26.79,,4.159.330.370,7023,17058
Montenegro,2009,12,63879,18.79,,4.159.330.370,7023,17059
Montenegro,2009,10,86065,11.62,,4.159.330.370,7023,17060
Montenegro,2009,3,48709,6.16,,4.159.330.370,7023,17061
Montenegro,2009,2,47127,4.24,,4.159.330.370,7023,17062
Montenegro,2009,1,42803,2.34,,4.159.330.370,7023,17063
Montenegro,2009,1,45885,2.18,,4.159.330.370,7023,17064
Montenegro,2009,1,47403,2.11,,4.159.330.370,7023,17065
Montenegro,2009,0,39987,0,,4.159.330.370,7023,17066
Netherlands,1985,106,258800,40.96,799,142.009.922.306,10428,17067
Netherlands,1985,256,1108000,23.1,799,142.009.922.306,10428,17068
Netherlands,1985,333,1877900,17.73,799,142.009.922.306,10428,17069
Netherlands,1985,212,1202800,17.63,799,142.009.922.306,10428,17070
Netherlands,1985,195,1297300,15.03,799,142.009.922.306,10428,17071
Netherlands,1985,197,1792300,10.99,799,142.009.922.306,10428,17072
Netherlands,1985,51,474300,10.75,799,142.009.922.306,10428,17073
Netherlands,1985,136,1278200,10.64,799,142.009.922.306,10428,17074
Netherlands,1985,107,1156600,9.25,799,142.009.922.306,10428,17075
Netherlands,1985,38,1226200,3.1,799,142.009.922.306,10428,17076
Netherlands,1985,5,995000,0.5,799,142.009.922.306,10428,17077
Netherlands,1985,2,950900,0.21,799,142.009.922.306,10428,17078
Netherlands,1986,112,261600,42.81,,198.298.498.021,14479,17079
Netherlands,1986,267,1121600,23.81,,198.298.498.021,14479,17080
Netherlands,1986,327,1912900,17.09,,198.298.498.021,14479,17081
Netherlands,1986,185,1217600,15.19,,198.298.498.021,14479,17082
Netherlands,1986,171,1308200,13.07,,198.298.498.021,14479,17083
Netherlands,1986,63,486100,12.96,,198.298.498.021,14479,17084
Netherlands,1986,220,1825100,12.05,,198.298.498.021,14479,17085
Netherlands,1986,107,1171300,9.14,,198.298.498.021,14479,17086
Netherlands,1986,104,1276700,8.15,,198.298.498.021,14479,17087
Netherlands,1986,44,1224400,3.59,,198.298.498.021,14479,17088
Netherlands,1986,3,966300,0.31,,198.298.498.021,14479,17089
Netherlands,1986,1,923700,0.11,,198.298.498.021,14479,17090
Netherlands,1987,111,265500,41.81,,241.918.791.123,17560,17091
Netherlands,1987,246,1134600,21.68,,241.918.791.123,17560,17092
Netherlands,1987,329,1950400,16.87,,241.918.791.123,17560,17093
Netherlands,1987,189,1233700,15.32,,241.918.791.123,17560,17094
Netherlands,1987,189,1318400,14.34,,241.918.791.123,17560,17095
Netherlands,1987,66,499000,13.23,,241.918.791.123,17560,17096
Netherlands,1987,210,1860400,11.29,,241.918.791.123,17560,17097
Netherlands,1987,111,1186400,9.36,,241.918.791.123,17560,17098
Netherlands,1987,117,1268600,9.22,,241.918.791.123,17560,17099
Netherlands,1987,44,1216200,3.62,,241.918.791.123,17560,17100
Netherlands,1987,3,942700,0.32,,241.918.791.123,17560,17101
Netherlands,1987,1,901100,0.11,,241.918.791.123,17560,17102
Netherlands,1988,112,270900,41.34,,258.567.751.143,18661,17103
Netherlands,1988,235,1145800,20.51,,258.567.751.143,18661,17104
Netherlands,1988,202,1251700,16.14,,258.567.751.143,18661,17105
Netherlands,1988,309,1988500,15.54,,258.567.751.143,18661,17106
Netherlands,1988,180,1325500,13.58,,258.567.751.143,18661,17107
Netherlands,1988,55,513300,10.71,,258.567.751.143,18661,17108
Netherlands,1988,192,1897600,10.12,,258.567.751.143,18661,17109
Netherlands,1988,100,1201900,8.32,,258.567.751.143,18661,17110
Netherlands,1988,102,1250800,8.15,,258.567.751.143,18661,17111
Netherlands,1988,29,1200100,2.42,,258.567.751.143,18661,17112
Netherlands,1988,5,925400,0.54,,258.567.751.143,18661,17113
Netherlands,1988,2,884200,0.23,,258.567.751.143,18661,17114
Netherlands,1989,80,275900,29,,255.039.560.740,18310,17115
Netherlands,1989,236,1155700,20.42,,255.039.560.740,18310,17116
Netherlands,1989,330,2026600,16.28,,255.039.560.740,18310,17117
Netherlands,1989,195,1269800,15.36,,255.039.560.740,18310,17118
Netherlands,1989,173,1330900,13,,255.039.560.740,18310,17119
Netherlands,1989,57,526200,10.83,,255.039.560.740,18310,17120
Netherlands,1989,196,1935400,10.13,,255.039.560.740,18310,17121
Netherlands,1989,109,1224000,8.91,,255.039.560.740,18310,17122
Netherlands,1989,88,1218500,7.22,,255.039.560.740,18310,17123
Netherlands,1989,52,1175200,4.42,,255.039.560.740,18310,17124
Netherlands,1989,3,916100,0.33,,255.039.560.740,18310,17125
Netherlands,1989,1,875000,0.11,,255.039.560.740,18310,17126
Netherlands,1990,95,279100,34.04,829,314.267.667.675,22425,17127
Netherlands,1990,204,1287400,15.85,829,314.267.667.675,22425,17128
Netherlands,1990,185,1167900,15.84,829,314.267.667.675,22425,17129
Netherlands,1990,322,2065400,15.59,829,314.267.667.675,22425,17130
Netherlands,1990,80,535700,14.93,829,314.267.667.675,22425,17131
Netherlands,1990,145,1338000,10.84,829,314.267.667.675,22425,17132
Netherlands,1990,184,1976000,9.31,829,314.267.667.675,22425,17133
Netherlands,1990,98,1195500,8.2,829,314.267.667.675,22425,17134
Netherlands,1990,89,1232600,7.22,829,314.267.667.675,22425,17135
Netherlands,1990,41,1147300,3.57,829,314.267.667.675,22425,17136
